ID,task,CHOICE,scenario_id,age_idx,edu_idx,income_indiv_idx,dur1,dur2,dur3,fee1,fee2,fee3,exempt1,exempt2,exempt3,fee1_10k,fee2_10k,fee3_10k,age_idx_c,edu_idx_c,income_indiv_idx_c,age_c,edu_c,inc_c
2,1,3,784,1,3,2,13,3,24,421000,519000,0,1,1,0,42.1,51.9,0.0,-0.5,0.0,-0.5,-0.5,0.0,-0.5
2,2,3,772,1,3,2,20,10,24,356000,1376000,0,1,1,0,35.6,137.6,0.0,-0.5,0.0,-0.5,-0.5,0.0,-0.5
2,3,3,723,1,3,2,18,13,24,1288000,408000,0,1,1,0,128.8,40.8,0.0,-0.5,0.0,-0.5,-0.5,0.0,-0.5
2,4,3,167,1,3,2,4,18,24,635000,1355000,0,1,1,0,63.5,135.5,0.0,-0.5,0.0,-0.5,-0.5,0.0,-0.5
2,5,3,382,1,3,2,5,22,24,290000,565000,0,1,1,0,29.0,56.5,0.0,-0.5,0.0,-0.5,-0.5,0.0,-0.5
2,6,1,367,1,3,2,6,3,24,178000,463000,0,1,1,0,17.8,46.3,0.0,-0.5,0.0,-0.5,-0.5,0.0,-0.5
2,7,3,909,1,3,2,17,19,24,491000,1799000,0,1,1,0,49.1,179.9,0.0,-0.5,0.0,-0.5,-0.5,0.0,-0.5
2,8,2,737,1,3,2,18,15,24,1421000,333000,0,1,1,0,142.1,33.3,0.0,-0.5,0.0,-0.5,-0.5,0.0,-0.5
2,9,1,273,1,3,2,6,7,24,111000,1579000,0,1,1,0,11.1,157.9,0.0,-0.5,0.0,-0.5,-0.5,0.0,-0.5
3,0,1,493,1,4,4,8,18,24,73000,241000,0,1,1,0,7.3,24.1,0.0,-0.5,0.5,0.5,-0.5,0.5,0.5
3,1,1,720,1,4,4,12,18,24,1102000,144000,0,1,1,0,110.2,14.4,0.0,-0.5,0.5,0.5,-0.5,0.5,0.5
3,2,1,787,1,4,4,21,11,24,303000,1523000,0,1,1,0,30.3,152.3,0.0,-0.5,0.5,0.5,-0.5,0.5,0.5
3,3,2,42,1,4,4,9,11,24,723000,1126000,0,1,1,0,72.3,112.6,0.0,-0.5,0.5,0.5,-0.5,0.5,0.5
3,4,1,300,1,4,4,8,9,24,102000,1458000,0,1,1,0,10.2,145.8,0.0,-0.5,0.5,0.5,-0.5,0.5,0.5
3,5,2,926,1,4,4,13,15,24,457000,940000,0,1,1,0,45.7,94.0,0.0,-0.5,0.5,0.5,-0.5,0.5,0.5
3,6,1,468,1,4,4,1,23,24,180000,280000,0,1,1,0,18.0,28.0,0.0,-0.5,0.5,0.5,-0.5,0.5,0.5
3,7,1,783,1,4,4,14,11,24,492000,985000,0,1,1,0,49.2,98.5,0.0,-0.5,0.5,0.5,-0.5,0.5,0.5
3,8,2,808,1,4,4,17,4,24,58000,1731000,0,1,1,0,5.8,173.1,0.0,-0.5,0.5,0.5,-0.5,0.5,0.5
3,9,2,267,1,4,4,8,8,24,98000,1230000,0,1,1,0,9.8,123.0,0.0,-0.5,0.5,0.5,-0.5,0.5,0.5
4,0,3,666,1,3,0,20,20,24,1069000,1960000,0,1,1,0,106.9,196.0,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
4,1,3,673,1,3,0,20,18,24,831000,1869000,0,1,1,0,83.1,186.9,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
4,2,1,976,1,3,0,13,13,24,123000,359000,0,1,1,0,12.3,35.9,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
4,3,3,231,1,3,0,1,16,24,1660000,416000,0,1,1,0,166.0,41.6,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
4,4,3,203,1,3,0,8,14,24,1983000,278000,0,1,1,0,198.3,27.8,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
4,5,3,953,1,3,0,13,14,24,500000,281000,0,1,1,0,50.0,28.1,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
4,6,3,299,1,3,0,9,6,24,359000,710000,0,1,1,0,35.9,71.0,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
4,7,3,436,1,3,0,6,18,24,352000,1703000,0,1,1,0,35.2,170.3,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
4,8,2,470,1,3,0,3,17,24,241000,198000,0,1,1,0,24.1,19.8,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
4,9,2,316,1,3,0,7,11,24,375000,176000,0,1,1,0,37.5,17.6,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
5,0,2,68,3,2,0,6,4,24,729000,150000,0,1,1,0,72.9,15.0,0.0,0.5,-0.5,-1.5,0.5,-0.5,-1.5
5,1,3,832,3,2,0,21,6,24,461000,252000,0,1,1,0,46.1,25.2,0.0,0.5,-0.5,-1.5,0.5,-0.5,-1.5
5,2,1,999,3,2,0,14,17,24,331000,255000,0,1,1,0,33.1,25.5,0.0,0.5,-0.5,-1.5,0.5,-0.5,-1.5
5,3,3,778,3,2,0,23,6,24,467000,855000,0,1,1,0,46.7,85.5,0.0,0.5,-0.5,-1.5,0.5,-0.5,-1.5
5,4,3,18,3,2,0,7,8,24,1083000,1833000,0,1,1,0,108.3,183.3,0.0,0.5,-0.5,-1.5,0.5,-0.5,-1.5
5,5,3,678,3,2,0,14,14,24,1376000,576000,0,1,1,0,137.6,57.6,0.0,0.5,-0.5,-1.5,0.5,-0.5,-1.5
5,6,3,26,3,2,0,1,7,24,1162000,1061000,0,1,1,0,116.2,106.1,0.0,0.5,-0.5,-1.5,0.5,-0.5,-1.5
5,7,3,716,3,2,0,18,12,24,1034000,441000,0,1,1,0,103.4,44.1,0.0,0.5,-0.5,-1.5,0.5,-0.5,-1.5
5,8,3,133,3,2,0,7,22,24,647000,1192000,0,1,1,0,64.7,119.2,0.0,0.5,-0.5,-1.5,0.5,-0.5,-1.5
5,9,3,489,3,2,0,1,17,24,397000,452000,0,1,1,0,39.7,45.2,0.0,0.5,-0.5,-1.5,0.5,-0.5,-1.5
6,0,3,749,2,1,0,16,14,24,1289000,446000,0,1,1,0,128.9,44.6,0.0,0.0,-1.0,-1.5,0.0,-1.0,-1.5
6,1,1,420,2,1,0,10,22,24,76000,671000,0,1,1,0,7.6,67.1,0.0,0.0,-1.0,-1.5,0.0,-1.0,-1.5
6,2,3,847,2,1,0,17,4,24,366000,301000,0,1,1,0,36.6,30.1,0.0,0.0,-1.0,-1.5,0.0,-1.0,-1.5
6,3,3,18,2,1,0,7,8,24,1083000,1833000,0,1,1,0,108.3,183.3,0.0,0.0,-1.0,-1.5,0.0,-1.0,-1.5
6,4,3,934,2,1,0,20,13,24,406000,784000,0,1,1,0,40.6,78.4,0.0,0.0,-1.0,-1.5,0.0,-1.0,-1.5
6,5,3,868,2,1,0,18,6,24,445000,467000,0,1,1,0,44.5,46.7,0.0,0.0,-1.0,-1.5,0.0,-1.0,-1.5
6,6,1,275,2,1,0,7,4,24,78000,1587000,0,1,1,0,7.8,158.7,0.0,0.0,-1.0,-1.5,0.0,-1.0,-1.5
6,7,1,454,2,1,0,10,22,24,219000,216000,0,1,1,0,21.9,21.6,0.0,0.0,-1.0,-1.5,0.0,-1.0,-1.5
6,8,3,476,2,1,0,3,13,24,225000,356000,0,1,1,0,22.5,35.6,0.0,0.0,-1.0,-1.5,0.0,-1.0,-1.5
6,9,2,595,2,1,0,21,1,24,586000,93000,0,1,1,0,58.6,9.3,0.0,0.0,-1.0,-1.5,0.0,-1.0,-1.5
7,0,3,541,1,1,0,16,1,24,1249000,1875000,0,1,1,0,124.9,187.5,0.0,-0.5,-1.0,-1.5,-0.5,-1.0,-1.5
7,1,3,22,1,1,0,11,9,24,859000,1013000,0,1,1,0,85.9,101.3,0.0,-0.5,-1.0,-1.5,-0.5,-1.0,-1.5
7,2,3,829,1,1,0,19,9,24,342000,319000,0,1,1,0,34.2,31.9,0.0,-0.5,-1.0,-1.5,-0.5,-1.0,-1.5
7,3,3,318,1,1,0,8,5,24,384000,291000,0,1,1,0,38.4,29.1,0.0,-0.5,-1.0,-1.5,-0.5,-1.0,-1.5
7,4,3,229,1,1,0,3,12,24,1134000,421000,0,1,1,0,113.4,42.1,0.0,-0.5,-1.0,-1.5,-0.5,-1.0,-1.5
7,5,3,250,1,1,0,4,23,24,1104000,198000,0,1,1,0,110.4,19.8,0.0,-0.5,-1.0,-1.5,-0.5,-1.0,-1.5
7,6,3,94,1,1,0,2,4,24,1628000,315000,0,1,1,0,162.8,31.5,0.0,-0.5,-1.0,-1.5,-0.5,-1.0,-1.5
7,7,3,834,1,1,0,13,9,24,430000,177000,0,1,1,0,43.0,17.7,0.0,-0.5,-1.0,-1.5,-0.5,-1.0,-1.5
7,8,1,321,1,1,0,3,8,24,89000,231000,0,1,1,0,8.9,23.1,0.0,-0.5,-1.0,-1.5,-0.5,-1.0,-1.5
7,9,3,803,1,1,0,17,2,24,347000,1608000,0,1,1,0,34.7,160.8,0.0,-0.5,-1.0,-1.5,-0.5,-1.0,-1.5
8,0,3,687,3,3,1,16,22,24,1691000,905000,0,1,1,0,169.1,90.5,0.0,0.5,0.0,-1.0,0.5,0.0,-1.0
8,1,3,640,3,3,1,22,21,24,556000,1495000,0,1,1,0,55.6,149.5,0.0,0.5,0.0,-1.0,0.5,0.0,-1.0
8,2,3,506,3,3,1,16,9,24,1442000,809000,0,1,1,0,144.2,80.9,0.0,0.5,0.0,-1.0,0.5,0.0,-1.0
8,3,1,367,3,3,1,6,3,24,178000,463000,0,1,1,0,17.8,46.3,0.0,0.5,0.0,-1.0,0.5,0.0,-1.0
8,4,3,855,3,3,1,15,5,24,280000,486000,0,1,1,0,28.0,48.6,0.0,0.5,0.0,-1.0,0.5,0.0,-1.0
8,5,3,481,3,3,1,6,14,24,476000,401000,0,1,1,0,47.6,40.1,0.0,0.5,0.0,-1.0,0.5,0.0,-1.0
8,6,1,767,3,3,1,16,6,24,187000,1575000,0,1,1,0,18.7,157.5,0.0,0.5,0.0,-1.0,0.5,0.0,-1.0
8,7,3,633,3,3,1,17,17,24,1786000,841000,0,1,1,0,178.6,84.1,0.0,0.5,0.0,-1.0,0.5,0.0,-1.0
8,8,2,953,3,3,1,13,14,24,500000,281000,0,1,1,0,50.0,28.1,0.0,0.5,0.0,-1.0,0.5,0.0,-1.0
8,9,3,615,3,3,1,20,4,24,1459000,163000,0,1,1,0,145.9,16.3,0.0,0.5,0.0,-1.0,0.5,0.0,-1.0
9,0,1,997,3,3,4,21,16,24,130000,94000,0,1,1,0,13.0,9.4,0.0,0.5,0.0,0.5,0.5,0.0,0.5
9,1,2,796,3,3,4,19,4,24,346000,1962000,0,1,1,0,34.6,196.2,0.0,0.5,0.0,0.5,0.5,0.0,0.5
9,2,1,130,3,3,4,4,12,24,1034000,1986000,0,1,1,0,103.4,198.6,0.0,0.5,0.0,0.5,0.5,0.0,0.5
9,3,2,565,3,3,4,18,2,24,1678000,1049000,0,1,1,0,167.8,104.9,0.0,0.5,0.0,0.5,0.5,0.0,0.5
9,4,1,236,3,3,4,2,19,24,1340000,89000,0,1,1,0,134.0,8.9,0.0,0.5,0.0,0.5,0.5,0.0,0.5
9,5,2,600,3,3,4,16,4,24,1513000,472000,0,1,1,0,151.3,47.2,0.0,0.5,0.0,0.5,0.5,0.0,0.5
9,6,1,922,3,3,4,20,18,24,165000,715000,0,1,1,0,16.5,71.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5
9,7,2,775,3,3,4,19,11,24,339000,1936000,0,1,1,0,33.9,193.6,0.0,0.5,0.0,0.5,0.5,0.0,0.5
9,8,2,533,3,3,4,14,6,24,593000,1645000,0,1,1,0,59.3,164.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5
9,9,2,315,3,3,4,3,2,24,142000,1778000,0,1,1,0,14.2,177.8,0.0,0.5,0.0,0.5,0.5,0.0,0.5
10,0,2,613,2,4,4,20,8,24,1479000,212000,0,1,1,0,147.9,21.2,0.0,0.0,0.5,0.5,0.0,0.5,0.5
10,1,1,480,2,4,4,5,18,24,343000,387000,0,1,1,0,34.3,38.7,0.0,0.0,0.5,0.5,0.0,0.5,0.5
10,2,2,878,2,4,4,17,15,24,289000,1593000,0,1,1,0,28.9,159.3,0.0,0.0,0.5,0.5,0.0,0.5,0.5
10,3,2,638,2,4,4,17,13,24,1913000,1374000,0,1,1,0,191.3,137.4,0.0,0.0,0.5,0.5,0.0,0.5,0.5
10,4,2,432,2,4,4,9,15,24,419000,1549000,0,1,1,0,41.9,154.9,0.0,0.0,0.5,0.5,0.0,0.5,0.5
10,5,2,296,2,4,4,7,6,24,73000,1492000,0,1,1,0,7.3,149.2,0.0,0.0,0.5,0.5,0.0,0.5,0.5
10,6,1,391,2,4,4,2,22,24,497000,1865000,0,1,1,0,49.7,186.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5
10,7,2,998,2,4,4,16,20,24,91000,157000,0,1,1,0,9.1,15.7,0.0,0.0,0.5,0.5,0.0,0.5,0.5
10,8,2,137,2,4,4,5,14,24,1663000,902000,0,1,1,0,166.3,90.2,0.0,0.0,0.5,0.5,0.0,0.5,0.5
10,9,1,651,2,4,4,22,20,24,1503000,1290000,0,1,1,0,150.3,129.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5
11,0,1,910,1,4,3,12,12,24,238000,1516000,0,1,1,0,23.8,151.6,0.0,-0.5,0.5,0.0,-0.5,0.5,0.0
11,1,2,37,1,4,3,9,9,24,1027000,524000,0,1,1,0,102.7,52.4,0.0,-0.5,0.5,0.0,-0.5,0.5,0.0
11,2,2,245,1,4,3,4,15,24,1812000,189000,0,1,1,0,181.2,18.9,0.0,-0.5,0.5,0.0,-0.5,0.5,0.0
11,3,2,58,1,4,3,2,11,24,1984000,623000,0,1,1,0,198.4,62.3,0.0,-0.5,0.5,0.0,-0.5,0.5,0.0
11,4,2,457,1,4,3,5,12,24,360000,235000,0,1,1,0,36.0,23.5,0.0,-0.5,0.5,0.0,-0.5,0.5,0.0
11,5,2,202,1,4,3,7,22,24,1260000,484000,0,1,1,0,126.0,48.4,0.0,-0.5,0.5,0.0,-0.5,0.5,0.0
11,6,1,814,1,4,3,23,1,24,231000,705000,0,1,1,0,23.1,70.5,0.0,-0.5,0.5,0.0,-0.5,0.5,0.0
11,7,2,735,1,4,3,19,22,24,1754000,419000,0,1,1,0,175.4,41.9,0.0,-0.5,0.5,0.0,-0.5,0.5,0.0
11,8,2,71,1,4,3,4,8,24,658000,474000,0,1,1,0,65.8,47.4,0.0,-0.5,0.5,0.0,-0.5,0.5,0.0
11,9,2,617,1,4,3,16,10,24,1538000,492000,0,1,1,0,153.8,49.2,0.0,-0.5,0.5,0.0,-0.5,0.5,0.0
12,0,2,255,4,3,4,3,1,24,87000,848000,0,1,1,0,8.7,84.8,0.0,1.0,0.0,0.5,1.0,0.0,0.5
12,1,2,637,4,3,4,16,12,24,1496000,1273000,0,1,1,0,149.6,127.3,0.0,1.0,0.0,0.5,1.0,0.0,0.5
12,2,1,258,4,3,4,5,7,24,417000,1071000,0,1,1,0,41.7,107.1,0.0,1.0,0.0,0.5,1.0,0.0,0.5
12,3,2,650,4,3,4,20,20,24,935000,1182000,0,1,1,0,93.5,118.2,0.0,1.0,0.0,0.5,1.0,0.0,0.5
12,4,2,974,4,3,4,23,18,24,129000,373000,0,1,1,0,12.9,37.3,0.0,1.0,0.0,0.5,1.0,0.0,0.5
12,5,2,135,4,3,4,5,16,24,1564000,1899000,0,1,1,0,156.4,189.9,0.0,1.0,0.0,0.5,1.0,0.0,0.5
12,6,1,154,4,3,4,2,15,24,1392000,869000,0,1,1,0,139.2,86.9,0.0,1.0,0.0,0.5,1.0,0.0,0.5
12,7,2,409,4,3,4,10,22,24,372000,1848000,0,1,1,0,37.2,184.8,0.0,1.0,0.0,0.5,1.0,0.0,0.5
12,8,1,148,4,3,4,4,14,24,918000,551000,0,1,1,0,91.8,55.1,0.0,1.0,0.0,0.5,1.0,0.0,0.5
12,9,1,226,4,3,4,8,23,24,1080000,359000,0,1,1,0,108.0,35.9,0.0,1.0,0.0,0.5,1.0,0.0,0.5
13,0,3,530,3,3,2,17,1,24,1032000,1249000,0,1,1,0,103.2,124.9,0.0,0.5,0.0,-0.5,0.5,0.0,-0.5
13,1,2,627,3,3,2,18,6,24,1283000,342000,0,1,1,0,128.3,34.2,0.0,0.5,0.0,-0.5,0.5,0.0,-0.5
13,2,2,734,3,3,2,13,21,24,712000,68000,0,1,1,0,71.2,6.8,0.0,0.5,0.0,-0.5,0.5,0.0,-0.5
13,3,3,521,3,3,2,13,10,24,1548000,1624000,0,1,1,0,154.8,162.4,0.0,0.5,0.0,-0.5,0.5,0.0,-0.5
13,4,2,869,3,3,2,18,1,24,106000,102000,0,1,1,0,10.6,10.2,0.0,0.5,0.0,-0.5,0.5,0.0,-0.5
13,5,2,842,3,3,2,21,8,24,153000,106000,0,1,1,0,15.3,10.6,0.0,0.5,0.0,-0.5,0.5,0.0,-0.5
13,6,1,903,3,3,2,17,14,24,414000,1571000,0,1,1,0,41.4,157.1,0.0,0.5,0.0,-0.5,0.5,0.0,-0.5
13,7,3,15,3,3,2,6,4,24,1711000,1978000,0,1,1,0,171.1,197.8,0.0,0.5,0.0,-0.5,0.5,0.0,-0.5
13,8,3,509,3,3,2,18,6,24,1553000,994000,0,1,1,0,155.3,99.4,0.0,0.5,0.0,-0.5,0.5,0.0,-0.5
13,9,1,365,3,3,2,11,11,24,161000,385000,0,1,1,0,16.1,38.5,0.0,0.5,0.0,-0.5,0.5,0.0,-0.5
14,0,3,675,1,3,0,16,16,24,1174000,1855000,0,1,1,0,117.4,185.5,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
14,1,2,210,1,3,0,8,14,24,1182000,306000,0,1,1,0,118.2,30.6,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
14,2,2,201,1,3,0,1,19,24,1381000,105000,0,1,1,0,138.1,10.5,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
14,3,3,840,1,3,0,13,5,24,239000,179000,0,1,1,0,23.9,17.9,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
14,4,3,42,1,3,0,9,11,24,723000,1126000,0,1,1,0,72.3,112.6,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
14,5,1,434,1,3,0,2,23,24,258000,589000,0,1,1,0,25.8,58.9,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
14,6,3,193,1,3,0,10,16,24,554000,352000,0,1,1,0,55.4,35.2,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
14,7,3,293,1,3,0,6,9,24,339000,1291000,0,1,1,0,33.9,129.1,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
14,8,3,855,1,3,0,15,5,24,280000,486000,0,1,1,0,28.0,48.6,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
14,9,3,638,1,3,0,17,13,24,1913000,1374000,0,1,1,0,191.3,137.4,0.0,-0.5,0.0,-1.5,-0.5,0.0,-1.5
15,0,3,532,1,4,2,22,10,24,717000,1197000,0,1,1,0,71.7,119.7,0.0,-0.5,0.5,-0.5,-0.5,0.5,-0.5
15,1,1,769,1,4,2,17,6,24,156000,1156000,0,1,1,0,15.6,115.6,0.0,-0.5,0.5,-0.5,-0.5,0.5,-0.5
15,2,2,583,1,4,2,19,9,24,1926000,231000,0,1,1,0,192.6,23.1,0.0,-0.5,0.5,-0.5,-0.5,0.5,-0.5
15,3,1,499,1,4,2,8,16,24,292000,458000,0,1,1,0,29.2,45.8,0.0,-0.5,0.5,-0.5,-0.5,0.5,-0.5
15,4,3,9,1,4,2,7,5,24,1214000,826000,0,1,1,0,121.4,82.6,0.0,-0.5,0.5,-0.5,-0.5,0.5,-0.5
15,5,2,339,1,4,2,5,3,24,485000,185000,0,1,1,0,48.5,18.5,0.0,-0.5,0.5,-0.5,-0.5,0.5,-0.5
15,6,2,567,1,4,2,21,8,24,1099000,155000,0,1,1,0,109.9,15.5,0.0,-0.5,0.5,-0.5,-0.5,0.5,-0.5
15,7,3,8,1,4,2,10,1,24,1083000,835000,0,1,1,0,108.3,83.5,0.0,-0.5,0.5,-0.5,-0.5,0.5,-0.5
15,8,2,985,1,4,2,15,18,24,309000,109000,0,1,1,0,30.9,10.9,0.0,-0.5,0.5,-0.5,-0.5,0.5,-0.5
15,9,1,762,1,4,2,15,2,24,439000,1504000,0,1,1,0,43.9,150.4,0.0,-0.5,0.5,-0.5,-0.5,0.5,-0.5
16,0,2,962,2,3,2,12,19,24,162000,91000,0,1,1,0,16.2,9.1,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5
16,1,3,655,2,3,2,16,19,24,1779000,903000,0,1,1,0,177.9,90.3,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5
16,2,3,5,2,3,2,4,9,24,988000,1763000,0,1,1,0,98.8,176.3,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5
16,3,3,124,2,3,2,11,7,24,1568000,406000,0,1,1,0,156.8,40.6,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5
16,4,3,242,2,3,2,8,16,24,1428000,359000,0,1,1,0,142.8,35.9,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5
16,5,1,412,2,3,2,5,17,24,228000,513000,0,1,1,0,22.8,51.3,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5
16,6,2,239,2,3,2,2,13,24,1020000,343000,0,1,1,0,102.0,34.3,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5
16,7,3,37,2,3,2,9,9,24,1027000,524000,0,1,1,0,102.7,52.4,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5
16,8,3,9,2,3,2,7,5,24,1214000,826000,0,1,1,0,121.4,82.6,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5
16,9,2,866,2,3,2,14,10,24,389000,73000,0,1,1,0,38.9,7.3,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5
17,0,3,531,0,3,3,13,4,24,1223000,1878000,0,1,1,0,122.3,187.8,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
17,1,3,30,0,3,3,3,9,24,1017000,1630000,0,1,1,0,101.7,163.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
17,2,1,780,0,3,3,14,11,24,334000,623000,0,1,1,0,33.4,62.3,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
17,3,1,854,0,3,3,20,8,24,64000,421000,0,1,1,0,6.4,42.1,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
17,4,3,680,0,3,3,12,16,24,519000,1691000,0,1,1,0,51.9,169.1,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
17,5,2,85,0,3,3,11,7,24,993000,113000,0,1,1,0,99.3,11.3,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
17,6,3,535,0,3,3,19,8,24,1958000,1825000,0,1,1,0,195.8,182.5,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
17,7,3,137,0,3,3,5,14,24,1663000,902000,0,1,1,0,166.3,90.2,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
17,8,2,220,0,3,3,8,20,24,1661000,230000,0,1,1,0,166.1,23.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
17,9,3,497,0,3,3,5,19,24,474000,488000,0,1,1,0,47.4,48.8,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
18,0,1,888,2,2,2,22,18,24,277000,561000,0,1,1,0,27.7,56.1,0.0,0.0,-0.5,-0.5,0.0,-0.5,-0.5
18,1,2,960,2,2,2,23,15,24,446000,275000,0,1,1,0,44.6,27.5,0.0,0.0,-0.5,-0.5,0.0,-0.5,-0.5
18,2,1,891,2,2,2,23,15,24,163000,1084000,0,1,1,0,16.3,108.4,0.0,0.0,-0.5,-0.5,0.0,-0.5,-0.5
18,3,1,910,2,2,2,12,12,24,238000,1516000,0,1,1,0,23.8,151.6,0.0,0.0,-0.5,-0.5,0.0,-0.5,-0.5
18,4,1,300,2,2,2,8,9,24,102000,1458000,0,1,1,0,10.2,145.8,0.0,0.0,-0.5,-0.5,0.0,-0.5,-0.5
18,5,2,323,2,2,2,5,5,24,290000,154000,0,1,1,0,29.0,15.4,0.0,0.0,-0.5,-0.5,0.0,-0.5,-0.5
18,6,3,635,2,2,2,21,20,24,1205000,1569000,0,1,1,0,120.5,156.9,0.0,0.0,-0.5,-0.5,0.0,-0.5,-0.5
