ID,task,CHOICE,scenario_id,age_idx,pat_blind_1,pat_blind_2,pat_blind_3,pat_blind_4,pat_blind_5,dur1,dur2,dur3,fee1,fee2,fee3,exempt1,exempt2,exempt3,fee1_10k,fee2_10k,fee3_10k
3,8,3,107,2,3,3,5,4,2,5,8,24,839000,339000,0,1,1,0,83.9,33.9,0.0
3,9,2,91,2,3,3,5,4,2,3,11,24,1909000,207000,0,1,1,0,190.9,20.7,0.0
4,0,1,684,1,3,3,4,3,2,16,13,24,904000,1193000,0,1,1,0,90.4,119.3,0.0
4,1,3,631,1,3,3,4,3,2,17,20,24,1494000,1458000,0,1,1,0,149.4,145.8,0.0
4,2,2,343,1,3,3,4,3,2,11,9,24,258000,242000,0,1,1,0,25.8,24.2,0.0
4,3,2,119,1,3,3,4,3,2,2,1,24,1302000,297000,0,1,1,0,130.2,29.7,0.0
4,4,1,496,1,3,3,4,3,2,8,20,24,173000,175000,0,1,1,0,17.3,17.5,0.0
4,5,2,700,1,3,3,4,3,2,21,15,24,963000,120000,0,1,1,0,96.3,12.0,0.0
4,6,1,264,1,3,3,4,3,2,10,3,24,71000,1487000,0,1,1,0,7.1,148.7,0.0
4,7,1,779,1,3,3,4,3,2,14,9,24,428000,1524000,0,1,1,0,42.8,152.4,0.0
4,8,2,737,1,3,3,4,3,2,18,15,24,1421000,333000,0,1,1,0,142.1,33.3,0.0
4,9,1,273,1,3,3,4,3,2,6,7,24,111000,1579000,0,1,1,0,11.1,157.9,0.0
5,0,2,493,2,1,1,1,1,1,8,18,24,73000,241000,0,1,1,0,7.3,24.1,0.0
5,1,1,720,2,1,1,1,1,1,12,18,24,1102000,144000,0,1,1,0,110.2,14.4,0.0
5,2,2,141,2,1,1,1,1,1,5,18,24,941000,1716000,0,1,1,0,94.1,171.6,0.0
5,3,1,585,2,1,1,1,1,1,14,7,24,771000,314000,0,1,1,0,77.1,31.4,0.0
5,4,2,758,2,1,1,1,1,1,21,1,24,366000,653000,0,1,1,0,36.6,65.3,0.0
5,5,2,416,2,1,1,1,1,1,4,18,24,247000,1451000,0,1,1,0,24.7,145.1,0.0
5,6,1,189,2,1,1,1,1,1,11,21,24,740000,957000,0,1,1,0,74.0,95.7,0.0
5,7,1,330,2,1,1,1,1,1,4,6,24,368000,165000,0,1,1,0,36.8,16.5,0.0
5,8,1,176,2,1,1,1,1,1,11,23,24,1348000,846000,0,1,1,0,134.8,84.6,0.0
5,9,1,588,2,1,1,1,1,1,23,6,24,973000,322000,0,1,1,0,97.3,32.2,0.0
6,0,1,65,2,2,1,1,1,2,6,7,24,1388000,295000,0,1,1,0,138.8,29.5,0.0
6,1,1,83,2,2,1,1,1,2,1,2,24,1565000,496000,0,1,1,0,156.5,49.6,0.0
6,2,2,442,2,2,1,1,1,2,9,18,24,91000,213000,0,1,1,0,9.1,21.3,0.0
6,3,2,938,2,2,1,1,1,2,22,19,24,256000,798000,0,1,1,0,25.6,79.8,0.0
6,4,2,808,2,2,1,1,1,2,17,4,24,58000,1731000,0,1,1,0,5.8,173.1,0.0
6,5,2,267,2,2,1,1,1,2,8,8,24,98000,1230000,0,1,1,0,9.8,123.0,0.0
6,6,1,850,2,2,1,1,1,2,21,4,24,460000,221000,0,1,1,0,46.0,22.1,0.0
6,7,2,439,2,2,1,1,1,2,6,21,24,140000,1465000,0,1,1,0,14.0,146.5,0.0
6,8,1,10,2,2,1,1,1,2,4,2,24,1206000,695000,0,1,1,0,120.6,69.5,0.0
6,9,2,897,2,2,1,1,1,2,18,18,24,371000,1731000,0,1,1,0,37.1,173.1,0.0
7,0,1,976,1,2,5,2,4,1,13,13,24,123000,359000,0,1,1,0,12.3,35.9,0.0
7,1,2,231,1,2,5,2,4,1,1,16,24,1660000,416000,0,1,1,0,166.0,41.6,0.0
7,2,2,547,1,2,5,2,4,1,21,9,24,878000,1116000,0,1,1,0,87.8,111.6,0.0
7,3,2,371,1,2,5,2,4,1,10,5,24,51000,126000,0,1,1,0,5.1,12.6,0.0
7,4,2,964,1,2,5,2,4,1,22,12,24,283000,54000,0,1,1,0,28.3,5.4,0.0
7,5,1,318,1,2,5,2,4,1,8,5,24,384000,291000,0,1,1,0,38.4,29.1,0.0
7,6,2,622,1,2,5,2,4,1,12,9,24,1696000,152000,0,1,1,0,169.6,15.2,0.0
7,7,2,516,1,2,5,2,4,1,16,3,24,952000,1651000,0,1,1,0,95.2,165.1,0.0
7,8,1,181,1,2,5,2,4,1,1,18,24,1046000,1187000,0,1,1,0,104.6,118.7,0.0
7,9,1,165,1,2,5,2,4,1,9,14,24,669000,816000,0,1,1,0,66.9,81.6,0.0
8,0,3,23,4,5,4,3,4,5,3,7,24,1469000,1066000,0,1,1,0,146.9,106.6,0.0
8,1,1,773,4,5,4,3,4,5,16,4,24,130000,1192000,0,1,1,0,13.0,119.2,0.0
8,2,1,887,4,5,4,3,4,5,22,14,24,147000,1843000,0,1,1,0,14.7,184.3,0.0
8,3,2,95,4,5,4,3,4,5,5,6,24,778000,86000,0,1,1,0,77.8,8.6,0.0
8,4,3,6,4,5,4,3,4,5,1,4,24,1677000,1863000,0,1,1,0,167.7,186.3,0.0
8,5,1,937,4,5,4,3,4,5,14,17,24,423000,1019000,0,1,1,0,42.3,101.9,0.0
8,6,2,68,4,5,4,3,4,5,6,4,24,729000,150000,0,1,1,0,72.9,15.0,0.0
8,7,2,832,4,5,4,3,4,5,21,6,24,461000,252000,0,1,1,0,46.1,25.2,0.0
8,8,1,368,4,5,4,3,4,5,10,2,24,158000,485000,0,1,1,0,15.8,48.5,0.0
8,9,2,600,4,5,4,3,4,5,16,4,24,1513000,472000,0,1,1,0,151.3,47.2,0.0
9,0,1,280,1,3,4,3,4,5,1,10,24,380000,1002000,0,1,1,0,38.0,100.2,0.0
9,1,3,132,1,3,4,3,4,5,11,15,24,1906000,1264000,0,1,1,0,190.6,126.4,0.0
9,2,1,297,1,3,4,3,4,5,7,11,24,252000,1867000,0,1,1,0,25.2,186.7,0.0
9,3,3,507,1,3,4,3,4,5,18,4,24,692000,1446000,0,1,1,0,69.2,144.6,0.0
9,4,3,418,1,3,4,3,4,5,6,21,24,457000,1750000,0,1,1,0,45.7,175.0,0.0
9,5,2,200,1,3,4,3,4,5,2,22,24,1561000,229000,0,1,1,0,156.1,22.9,0.0
9,6,2,85,1,3,4,3,4,5,11,7,24,993000,113000,0,1,1,0,99.3,11.3,0.0
9,7,2,739,1,3,4,3,4,5,16,23,24,991000,352000,0,1,1,0,99.1,35.2,0.0
9,8,2,568,1,3,4,3,4,5,13,2,24,785000,287000,0,1,1,0,78.5,28.7,0.0
9,9,1,928,1,3,4,3,4,5,23,22,24,370000,1398000,0,1,1,0,37.0,139.8,0.0
10,0,3,149,2,5,3,3,3,4,1,19,24,1013000,1782000,0,1,1,0,101.3,178.2,0.0
10,1,3,634,2,5,3,3,3,4,18,23,24,1793000,1128000,0,1,1,0,179.3,112.8,0.0
10,2,3,749,2,5,3,3,3,4,16,14,24,1289000,446000,0,1,1,0,128.9,44.6,0.0
10,3,1,420,2,5,3,3,3,4,10,22,24,76000,671000,0,1,1,0,7.6,67.1,0.0
10,4,3,182,2,5,3,3,3,4,4,17,24,1454000,1208000,0,1,1,0,145.4,120.8,0.0
10,5,1,934,2,5,3,3,3,4,20,13,24,406000,784000,0,1,1,0,40.6,78.4,0.0
10,6,3,635,2,5,3,3,3,4,21,20,24,1205000,1569000,0,1,1,0,120.5,156.9,0.0
10,7,1,785,2,5,3,3,3,4,15,8,24,315000,1283000,0,1,1,0,31.5,128.3,0.0
10,8,1,288,2,5,3,3,3,4,3,5,24,87000,1370000,0,1,1,0,8.7,137.0,0.0
10,9,2,830,2,5,3,3,3,4,18,1,24,104000,97000,0,1,1,0,10.4,9.7,0.0
11,0,2,532,2,1,1,2,1,1,22,10,24,717000,1197000,0,1,1,0,71.7,119.7,0.0
11,1,1,248,2,1,1,2,1,1,1,19,24,1357000,411000,0,1,1,0,135.7,41.1,0.0
11,2,1,841,2,1,1,2,1,1,23,8,24,378000,361000,0,1,1,0,37.8,36.1,0.0
11,3,1,817,2,1,1,2,1,1,18,6,24,456000,66000,0,1,1,0,45.6,6.6,0.0
11,4,1,476,2,1,1,2,1,1,3,13,24,225000,356000,0,1,1,0,22.5,35.6,0.0
11,5,2,595,2,1,1,2,1,1,21,1,24,586000,93000,0,1,1,0,58.6,9.3,0.0
11,6,1,319,2,1,1,2,1,1,5,1,24,400000,472000,0,1,1,0,40.0,47.2,0.0
11,7,2,311,2,1,1,2,1,1,5,1,24,65000,1180000,0,1,1,0,6.5,118.0,0.0
11,8,1,599,2,1,1,2,1,1,22,5,24,1644000,387000,0,1,1,0,164.4,38.7,0.0
11,9,1,166,2,1,1,2,1,1,4,23,24,1303000,820000,0,1,1,0,130.3,82.0,0.0
12,0,1,804,1,2,3,2,3,4,12,4,24,170000,1952000,0,1,1,0,17.0,195.2,0.0
12,1,1,394,1,2,3,2,3,4,8,18,24,259000,699000,0,1,1,0,25.9,69.9,0.0
12,2,2,737,1,2,3,2,3,4,18,15,24,1421000,333000,0,1,1,0,142.1,33.3,0.0
12,3,1,876,1,2,3,2,3,4,18,2,24,95000,486000,0,1,1,0,9.5,48.6,0.0
12,4,1,494,1,2,3,2,3,4,11,15,24,427000,283000,0,1,1,0,42.7,28.3,0.0
12,5,1,182,1,2,3,2,3,4,4,17,24,1454000,1208000,0,1,1,0,145.4,120.8,0.0
12,6,1,643,1,2,3,2,3,4,14,22,24,1599000,1800000,0,1,1,0,159.9,180.0,0.0
12,7,2,572,1,2,3,2,3,4,16,3,24,1129000,423000,0,1,1,0,112.9,42.3,0.0
12,8,2,8,1,2,3,2,3,4,10,1,24,1083000,835000,0,1,1,0,108.3,83.5,0.0
12,9,1,374,1,2,3,2,3,4,3,6,24,58000,464000,0,1,1,0,5.8,46.4,0.0
13,0,1,321,3,4,1,5,4,2,3,8,24,89000,231000,0,1,1,0,8.9,23.1,0.0
13,1,1,803,3,4,1,5,4,2,17,2,24,347000,1608000,0,1,1,0,34.7,160.8,0.0
13,2,2,617,3,4,1,5,4,2,16,10,24,1538000,492000,0,1,1,0,153.8,49.2,0.0
13,3,1,779,3,4,1,5,4,2,14,9,24,428000,1524000,0,1,1,0,42.8,152.4,0.0
13,4,2,324,3,4,1,5,4,2,7,8,24,497000,106000,0,1,1,0,49.7,10.6,0.0
13,5,2,515,3,4,1,5,4,2,21,2,24,511000,540000,0,1,1,0,51.1,54.0,0.0
13,6,1,785,3,4,1,5,4,2,15,8,24,315000,1283000,0,1,1,0,31.5,128.3,0.0
13,7,1,386,3,4,1,5,4,2,10,13,24,128000,765000,0,1,1,0,12.8,76.5,0.0
13,8,3,62,3,4,1,5,4,2,3,10,24,1698000,1491000,0,1,1,0,169.8,149.1,0.0
13,9,3,140,3,4,1,5,4,2,7,12,24,1649000,1137000,0,1,1,0,164.9,113.7,0.0
14,0,2,793,1,2,1,1,1,1,14,4,24,176000,1800000,0,1,1,0,17.6,180.0,0.0
14,1,2,949,1,2,1,1,1,1,16,20,24,227000,353000,0,1,1,0,22.7,35.3,0.0
14,2,2,771,1,2,1,1,1,1,23,1,24,127000,1047000,0,1,1,0,12.7,104.7,0.0
14,3,2,329,1,2,1,1,1,1,8,5,24,487000,457000,0,1,1,0,48.7,45.7,0.0
14,4,2,490,1,2,1,1,1,1,10,21,24,119000,248000,0,1,1,0,11.9,24.8,0.0
14,5,2,653,1,2,1,1,1,1,17,17,24,1646000,1917000,0,1,1,0,164.6,191.7,0.0
14,6,2,767,1,2,1,1,1,1,16,6,24,187000,1575000,0,1,1,0,18.7,157.5,0.0
14,7,1,633,1,2,1,1,1,1,17,17,24,1786000,841000,0,1,1,0,178.6,84.1,0.0
14,8,2,36,1,2,1,1,1,1,7,10,24,1300000,1482000,0,1,1,0,130.0,148.2,0.0
14,9,1,203,1,2,1,1,1,1,8,14,24,1983000,278000,0,1,1,0,198.3,27.8,0.0
15,0,3,960,1,5,5,5,2,4,23,15,24,446000,275000,0,1,1,0,44.6,27.5,0.0
15,1,3,959,1,5,5,5,2,4,18,16,24,378000,431000,0,1,1,0,37.8,43.1,0.0
15,2,1,446,1,5,5,5,2,4,6,23,24,234000,479000,0,1,1,0,23.4,47.9,0.0
15,3,3,783,1,5,5,5,2,4,14,11,24,492000,985000,0,1,1,0,49.2,98.5,0.0
15,4,2,91,1,5,5,5,2,4,3,11,24,1909000,207000,0,1,1,0,190.9,20.7,0.0
15,5,1,254,1,5,5,5,2,4,4,3,24,390000,1057000,0,1,1,0,39.0,105.7,0.0
15,6,3,521,1,5,5,5,2,4,13,10,24,1548000,1624000,0,1,1,0,154.8,162.4,0.0
15,7,3,617,1,5,5,5,2,4,16,10,24,1538000,492000,0,1,1,0,153.8,49.2,0.0
15,8,3,8,1,5,5,5,2,4,10,1,24,1083000,835000,0,1,1,0,108.3,83.5,0.0
15,9,2,573,1,5,5,5,2,4,23,11,24,1968000,141000,0,1,1,0,196.8,14.1,0.0
16,0,2,722,3,5,1,3,5,1,18,18,24,1285000,285000,0,1,1,0,128.5,28.5,0.0
16,1,2,88,3,5,1,3,5,1,11,10,24,1724000,324000,0,1,1,0,172.4,32.4,0.0
16,2,1,922,3,5,1,3,5,1,20,18,24,165000,715000,0,1,1,0,16.5,71.5,0.0
16,3,1,775,3,5,1,3,5,1,19,11,24,339000,1936000,0,1,1,0,33.9,193.6,0.0
16,4,3,739,3,5,1,3,5,1,16,23,24,991000,352000,0,1,1,0,99.1,35.2,0.0
16,5,1,899,3,5,1,3,5,1,21,22,24,140000,1981000,0,1,1,0,14.0,198.1,0.0
16,6,1,796,3,5,1,3,5,1,19,4,24,346000,1962000,0,1,1,0,34.6,196.2,0.0
16,7,1,365,3,5,1,3,5,1,11,11,24,161000,385000,0,1,1,0,16.1,38.5,0.0
16,8,2,962,3,5,1,3,5,1,12,19,24,162000,91000,0,1,1,0,16.2,9.1,0.0
16,9,3,148,3,5,1,3,5,1,4,14,24,918000,551000,0,1,1,0,91.8,55.1,0.0
17,0,3,652,1,3,3,5,5,5,17,19,24,863000,1618000,0,1,1,0,86.3,161.8,0.0
17,1,3,987,1,3,3,5,5,5,13,12,24,327000,239000,0,1,1,0,32.7,23.9,0.0
17,2,3,424,1,3,3,5,5,5,6,13,24,275000,1094000,0,1,1,0,27.5,109.4,0.0
17,3,2,119,1,3,3,5,5,5,2,1,24,1302000,297000,0,1,1,0,130.2,29.7,0.0
17,4,2,123,1,3,3,5,5,5,5,5,24,646000,234000,0,1,1,0,64.6,23.4,0.0
17,5,2,122,1,3,3,5,5,5,11,7,24,905000,222000,0,1,1,0,90.5,22.2,0.0
17,6,3,545,1,3,3,5,5,5,19,9,24,1270000,1059000,0,1,1,0,127.0,105.9,0.0
17,7,3,13,1,3,3,5,5,5,9,7,24,762000,665000,0,1,1,0,76.2,66.5,0.0
17,8,3,432,1,3,3,5,5,5,9,15,24,419000,1549000,0,1,1,0,41.9,154.9,0.0
17,9,1,296,1,3,3,5,5,5,7,6,24,73000,1492000,0,1,1,0,7.3,149.2,0.0
18,0,1,778,1,4,1,1,3,3,23,6,24,467000,855000,0,1,1,0,46.7,85.5,0.0
18,1,3,837,1,4,1,1,3,3,16,8,24,191000,127000,0,1,1,0,19.1,12.7,0.0
18,2,3,24,1,4,1,1,3,3,11,9,24,1943000,961000,0,1,1,0,194.3,96.1,0.0
18,3,3,666,1,4,1,1,3,3,20,20,24,1069000,1960000,0,1,1,0,106.9,196.0,0.0
18,4,1,681,1,4,1,1,3,3,21,17,24,725000,1097000,0,1,1,0,72.5,109.7,0.0
18,5,1,898,1,4,1,1,3,3,13,17,24,232000,1460000,0,1,1,0,23.2,146.0,0.0
18,6,2,454,1,4,1,1,3,3,10,22,24,219000,216000,0,1,1,0,21.9,21.6,0.0
18,7,3,144,1,4,1,1,3,3,9,23,24,1492000,856000,0,1,1,0,149.2,85.6,0.0
18,8,3,15,1,4,1,1,3,3,6,4,24,1711000,1978000,0,1,1,0,171.1,197.8,0.0
18,9,1,911,1,4,1,1,3,3,14,18,24,152000,1678000,0,1,1,0,15.2,167.8,0.0
19,0,3,670,0,1,2,1,1,3,22,12,24,988000,710000,0,1,1,0,98.8,71.0,0.0
19,1,3,801,0,1,2,1,1,3,12,3,24,418000,673000,0,1,1,0,41.8,67.3,0.0
19,2,2,847,0,1,2,1,1,3,17,4,24,366000,301000,0,1,1,0,36.6,30.1,0.0
19,3,2,699,0,1,2,1,1,3,13,16,24,1839000,243000,0,1,1,0,183.9,24.3,0.0
19,4,1,457,0,1,2,1,1,3,5,12,24,360000,235000,0,1,1,0,36.0,23.5,0.0
19,5,3,202,0,1,2,1,1,3,7,22,24,1260000,484000,0,1,1,0,126.0,48.4,0.0
19,6,3,540,0,1,2,1,1,3,16,11,24,577000,901000,0,1,1,0,57.7,90.1,0.0
19,7,3,746,0,1,2,1,1,3,19,17,24,598000,387000,0,1,1,0,59.8,38.7,0.0
19,8,1,449,0,1,2,1,1,3,3,14,24,366000,449000,0,1,1,0,36.6,44.9,0.0
19,9,3,156,0,1,2,1,1,3,4,19,24,755000,780000,0,1,1,0,75.5,78.0,0.0
20,0,2,220,1,5,2,4,2,4,8,20,24,1661000,230000,0,1,1,0,166.1,23.0,0.0
20,1,1,885,1,5,2,4,2,4,20,17,24,134000,1674000,0,1,1,0,13.4,167.4,0.0
20,2,1,372,1,5,2,4,2,4,3,5,24,333000,469000,0,1,1,0,33.3,46.9,0.0
20,3,2,92,1,5,2,4,2,4,8,2,24,1163000,55000,0,1,1,0,116.3,5.5,0.0
20,4,2,592,1,5,2,4,2,4,13,11,24,1554000,138000,0,1,1,0,155.4,13.8,0.0
20,5,1,459,1,5,2,4,2,4,8,12,24,70000,243000,0,1,1,0,7.0,24.3,0.0
20,6,1,873,1,5,2,4,2,4,18,11,24,293000,359000,0,1,1,0,29.3,35.9,0.0
20,7,2,573,1,5,2,4,2,4,23,11,24,1968000,141000,0,1,1,0,196.8,14.1,0.0
20,8,3,542,1,5,2,4,2,4,17,2,24,1073000,1272000,0,1,1,0,107.3,127.2,0.0
20,9,1,302,1,5,2,4,2,4,11,2,24,131000,1485000,0,1,1,0,13.1,148.5,0.0
21,0,1,974,2,5,4,5,5,5,23,18,24,129000,373000,0,1,1,0,12.9,37.3,0.0
21,1,3,135,2,5,4,5,5,5,5,16,24,1564000,1899000,0,1,1,0,156.4,189.9,0.0
21,2,2,615,2,5,4,5,5,5,20,4,24,1459000,163000,0,1,1,0,145.9,16.3,0.0
21,3,1,428,2,5,4,5,5,5,1,16,24,157000,943000,0,1,1,0,15.7,94.3,0.0
21,4,2,972,2,5,4,5,5,5,21,14,24,391000,281000,0,1,1,0,39.1,28.1,0.0
21,5,1,412,2,5,4,5,5,5,5,17,24,228000,513000,0,1,1,0,22.8,51.3,0.0
21,6,3,950,2,5,4,5,5,5,14,19,24,347000,463000,0,1,1,0,34.7,46.3,0.0
21,7,2,589,2,5,4,5,5,5,16,5,24,665000,153000,0,1,1,0,66.5,15.3,0.0
21,8,3,299,2,5,4,5,5,5,9,6,24,359000,710000,0,1,1,0,35.9,71.0,0.0
21,9,1,419,2,5,4,5,5,5,2,14,24,78000,830000,0,1,1,0,7.8,83.0,0.0
22,0,2,343,2,3,3,4,4,3,11,9,24,258000,242000,0,1,1,0,25.8,24.2,0.0
22,1,3,550,2,3,3,4,4,3,21,3,24,1394000,1947000,0,1,1,0,139.4,194.7,0.0
22,2,3,527,2,3,3,4,4,3,13,9,24,1603000,1564000,0,1,1,0,160.3,156.4,0.0
22,3,2,361,2,3,3,4,4,3,4,6,24,499000,102000,0,1,1,0,49.9,10.2,0.0
22,4,3,559,2,3,3,4,4,3,21,10,24,568000,822000,0,1,1,0,56.8,82.2,0.0
22,5,1,887,2,3,3,4,4,3,22,14,24,147000,1843000,0,1,1,0,14.7,184.3,0.0
22,6,2,734,2,3,3,4,4,3,13,21,24,712000,68000,0,1,1,0,71.2,6.8,0.0
22,7,3,521,2,3,3,4,4,3,13,10,24,1548000,1624000,0,1,1,0,154.8,162.4,0.0
22,8,3,520,2,3,3,4,4,3,22,8,24,1806000,632000,0,1,1,0,180.6,63.2,0.0
22,9,1,838,2,3,3,4,4,3,13,7,24,138000,195000,0,1,1,0,13.8,19.5,0.0
23,0,1,67,0,4,3,5,3,5,2,7,24,627000,432000,0,1,1,0,62.7,43.2,0.0
23,1,2,743,0,4,3,5,3,5,18,16,24,1130000,82000,0,1,1,0,113.0,8.2,0.0
23,2,3,707,0,4,3,5,3,5,21,12,24,735000,485000,0,1,1,0,73.5,48.5,0.0
23,3,1,857,0,4,3,5,3,5,19,11,24,123000,209000,0,1,1,0,12.3,20.9,0.0
23,4,2,240,0,4,3,5,3,5,7,21,24,1772000,465000,0,1,1,0,177.2,46.5,0.0
23,5,2,601,0,4,3,5,3,5,22,5,24,1352000,288000,0,1,1,0,135.2,28.8,0.0
23,6,3,502,0,4,3,5,3,5,10,16,24,123000,77000,0,1,1,0,12.3,7.7,0.0
23,7,3,959,0,4,3,5,3,5,18,16,24,378000,431000,0,1,1,0,37.8,43.1,0.0
23,8,3,425,0,4,3,5,3,5,11,21,24,406000,1521000,0,1,1,0,40.6,152.1,0.0
23,9,1,311,0,4,3,5,3,5,5,1,24,65000,1180000,0,1,1,0,6.5,118.0,0.0
24,0,3,418,1,3,4,3,4,2,6,21,24,457000,1750000,0,1,1,0,45.7,175.0,0.0
24,1,2,837,1,3,4,3,4,2,16,8,24,191000,127000,0,1,1,0,19.1,12.7,0.0
24,2,2,201,1,3,4,3,4,2,1,19,24,1381000,105000,0,1,1,0,138.1,10.5,0.0
24,3,1,840,1,3,4,3,4,2,13,5,24,239000,179000,0,1,1,0,23.9,17.9,0.0
24,4,1,503,1,3,4,3,4,2,11,17,24,302000,341000,0,1,1,0,30.2,34.1,0.0
24,5,1,449,1,3,4,3,4,2,3,14,24,366000,449000,0,1,1,0,36.6,44.9,0.0
24,6,2,836,1,3,4,3,4,2,18,3,24,139000,191000,0,1,1,0,13.9,19.1,0.0
24,7,1,756,1,3,4,3,4,2,17,9,24,98000,899000,0,1,1,0,9.8,89.9,0.0
24,8,1,919,1,3,4,3,4,2,20,21,24,109000,740000,0,1,1,0,10.9,74.0,0.0
24,9,3,151,1,3,4,3,4,2,10,23,24,908000,1960000,0,1,1,0,90.8,196.0,0.0
25,0,2,269,0,1,1,2,1,1,2,3,24,500000,1192000,0,1,1,0,50.0,119.2,0.0
25,1,1,244,0,1,1,2,1,1,1,23,24,1778000,102000,0,1,1,0,177.8,10.2,0.0
25,2,2,557,0,1,1,2,1,1,12,2,24,765000,995000,0,1,1,0,76.5,99.5,0.0
25,3,2,650,0,1,1,2,1,1,20,20,24,935000,1182000,0,1,1,0,93.5,118.2,0.0
25,4,1,614,0,1,1,2,1,1,19,2,24,549000,256000,0,1,1,0,54.9,25.6,0.0
25,5,2,59,0,1,1,2,1,1,4,1,24,641000,1193000,0,1,1,0,64.1,119.3,0.0
25,6,2,882,0,1,1,2,1,1,23,12,24,110000,1219000,0,1,1,0,11.0,121.9,0.0
25,7,1,339,0,1,1,2,1,1,5,3,24,485000,185000,0,1,1,0,48.5,18.5,0.0
25,8,2,532,0,1,1,2,1,1,22,10,24,717000,1197000,0,1,1,0,71.7,119.7,0.0
25,9,2,769,0,1,1,2,1,1,17,6,24,156000,1156000,0,1,1,0,15.6,115.6,0.0
26,0,2,629,3,1,1,1,2,3,20,20,24,1342000,584000,0,1,1,0,134.2,58.4,0.0
