ID,task,CHOICE,scenario_id,age_idx,edu_idx,income_indiv_idx,pat_blind_1,pat_blind_2,pat_blind_3,pat_blind_4,pat_blind_5,pat_const_1,pat_const_2,pat_const_3,pat_const_4,pat_const_5,sec_dl_1,sec_dl_2,sec_dl_3,sec_dl_4,sec_dl_5,sec_fp_1,sec_fp_2,sec_fp_3,sec_fp_4,sec_fp_5,dur1,dur2,dur3,fee1,fee2,fee3,exempt1,exempt2,exempt3,fee1_10k,fee2_10k,fee3_10k
1,1,1,437,2,2,5,3,3,4,3,4,3,4,1,2,2,2,5,1,4,1,3,3,3,4,2,7,22,24,422000,1376000,0,1,1,0,42.2,137.6,0.0
1,2,2,993,2,2,5,3,3,4,3,4,3,4,1,2,2,2,5,1,4,1,3,3,3,4,2,12,18,24,464000,316000,0,1,1,0,46.4,31.6,0.0
1,3,1,854,2,2,5,3,3,4,3,4,3,4,1,2,2,2,5,1,4,1,3,3,3,4,2,20,8,24,64000,421000,0,1,1,0,6.4,42.1,0.0
1,4,1,856,2,2,5,3,3,4,3,4,3,4,1,2,2,2,5,1,4,1,3,3,3,4,2,23,7,24,86000,403000,0,1,1,0,8.6,40.3,0.0
1,5,1,282,2,2,5,3,3,4,3,4,3,4,1,2,2,2,5,1,4,1,3,3,3,4,2,9,2,24,264000,971000,0,1,1,0,26.4,97.1,0.0
1,6,3,127,2,2,5,3,3,4,3,4,3,4,1,2,2,2,5,1,4,1,3,3,3,4,2,1,21,24,727000,1411000,0,1,1,0,72.7,141.1,0.0
1,7,3,558,2,2,5,3,3,4,3,4,3,4,1,2,2,2,5,1,4,1,3,3,3,4,2,22,6,24,1268000,1303000,0,1,1,0,126.8,130.3,0.0
1,8,1,410,2,2,5,3,3,4,3,4,3,4,1,2,2,2,5,1,4,1,3,3,3,4,2,9,21,24,64000,1880000,0,1,1,0,6.4,188.0,0.0
1,9,1,407,2,2,5,3,3,4,3,4,3,4,1,2,2,2,5,1,4,1,3,3,3,4,2,2,16,24,450000,1704000,0,1,1,0,45.0,170.4,0.0
2,0,2,705,0,1,4,2,3,4,4,4,2,2,1,1,1,2,1,1,3,1,2,3,2,3,5,21,20,24,672000,284000,0,1,1,0,67.2,28.4,0.0
2,1,2,203,0,1,4,2,3,4,4,4,2,2,1,1,1,2,1,1,3,1,2,3,2,3,5,8,14,24,1983000,278000,0,1,1,0,198.3,27.8,0.0
2,2,3,547,0,1,4,2,3,4,4,4,2,2,1,1,1,2,1,1,3,1,2,3,2,3,5,21,9,24,878000,1116000,0,1,1,0,87.8,111.6,0.0
2,3,3,177,0,1,4,2,3,4,4,4,2,2,1,1,1,2,1,1,3,1,2,3,2,3,5,8,21,24,768000,1620000,0,1,1,0,76.8,162.0,0.0
2,4,1,493,0,1,4,2,3,4,4,4,2,2,1,1,1,2,1,1,3,1,2,3,2,3,5,8,18,24,73000,241000,0,1,1,0,7.3,24.1,0.0
2,5,2,720,0,1,4,2,3,4,4,4,2,2,1,1,1,2,1,1,3,1,2,3,2,3,5,12,18,24,1102000,144000,0,1,1,0,110.2,14.4,0.0
2,6,3,141,0,1,4,2,3,4,4,4,2,2,1,1,1,2,1,1,3,1,2,3,2,3,5,5,18,24,941000,1716000,0,1,1,0,94.1,171.6,0.0
2,7,2,585,0,1,4,2,3,4,4,4,2,2,1,1,1,2,1,1,3,1,2,3,2,3,5,14,7,24,771000,314000,0,1,1,0,77.1,31.4,0.0
2,8,1,758,0,1,4,2,3,4,4,4,2,2,1,1,1,2,1,1,3,1,2,3,2,3,5,21,1,24,366000,653000,0,1,1,0,36.6,65.3,0.0
2,9,1,416,0,1,4,2,3,4,4,4,2,2,1,1,1,2,1,1,3,1,2,3,2,3,5,4,18,24,247000,1451000,0,1,1,0,24.7,145.1,0.0
3,0,2,303,1,1,0,1,1,1,1,3,1,1,3,3,5,5,4,2,5,4,1,2,4,2,2,5,10,24,228000,1953000,0,1,1,0,22.8,195.3,0.0
3,1,1,555,1,1,0,1,1,1,1,3,1,1,3,3,5,5,4,2,5,4,1,2,4,2,2,20,3,24,1925000,565000,0,1,1,0,192.5,56.5,0.0
3,2,1,119,1,1,0,1,1,1,1,3,1,1,3,3,5,5,4,2,5,4,1,2,4,2,2,2,1,24,1302000,297000,0,1,1,0,130.2,29.7,0.0
3,3,2,282,1,1,0,1,1,1,1,3,1,1,3,3,5,5,4,2,5,4,1,2,4,2,2,9,2,24,264000,971000,0,1,1,0,26.4,97.1,0.0
3,4,1,939,1,1,0,1,1,1,1,3,1,1,3,3,5,5,4,2,5,4,1,2,4,2,2,21,16,24,382000,379000,0,1,1,0,38.2,37.9,0.0
3,5,2,769,1,1,0,1,1,1,1,3,1,1,3,3,5,5,4,2,5,4,1,2,4,2,2,17,6,24,156000,1156000,0,1,1,0,15.6,115.6,0.0
3,6,1,976,1,1,0,1,1,1,1,3,1,1,3,3,5,5,4,2,5,4,1,2,4,2,2,13,13,24,123000,359000,0,1,1,0,12.3,35.9,0.0
3,7,1,231,1,1,0,1,1,1,1,3,1,1,3,3,5,5,4,2,5,4,1,2,4,2,2,1,16,24,1660000,416000,0,1,1,0,166.0,41.6,0.0
3,8,2,547,1,1,0,1,1,1,1,3,1,1,3,3,5,5,4,2,5,4,1,2,4,2,2,21,9,24,878000,1116000,0,1,1,0,87.8,111.6,0.0
3,9,2,371,1,1,0,1,1,1,1,3,1,1,3,3,5,5,4,2,5,4,1,2,4,2,2,10,5,24,51000,126000,0,1,1,0,5.1,12.6,0.0
4,0,1,747,1,4,1,3,2,4,2,1,2,4,2,2,2,5,4,5,5,5,2,1,5,5,3,22,20,24,1299000,217000,0,1,1,0,129.9,21.7,0.0
4,1,1,180,1,4,1,3,2,4,2,1,2,4,2,2,2,5,4,5,5,5,2,1,5,5,3,7,19,24,785000,881000,0,1,1,0,78.5,88.1,0.0
4,2,2,45,1,4,1,3,2,4,2,1,2,4,2,2,2,5,4,5,5,5,2,1,5,5,3,9,10,24,501000,1180000,0,1,1,0,50.1,118.0,0.0
4,3,1,197,1,4,1,3,2,4,2,1,2,4,2,2,2,5,4,5,5,5,2,1,5,5,3,5,21,24,1935000,472000,0,1,1,0,193.5,47.2,0.0
4,4,1,321,1,4,1,3,2,4,2,1,2,4,2,2,2,5,4,5,5,5,2,1,5,5,3,3,8,24,89000,231000,0,1,1,0,8.9,23.1,0.0
4,5,1,972,1,4,1,3,2,4,2,1,2,4,2,2,2,5,4,5,5,5,2,1,5,5,3,21,14,24,391000,281000,0,1,1,0,39.1,28.1,0.0
4,6,2,935,1,4,1,3,2,4,2,1,2,4,2,2,2,5,4,5,5,5,2,1,5,5,3,18,16,24,81000,1876000,0,1,1,0,8.1,187.6,0.0
4,7,2,14,1,4,1,3,2,4,2,1,2,4,2,2,2,5,4,5,5,5,2,1,5,5,3,9,11,24,1115000,1797000,0,1,1,0,111.5,179.7,0.0
4,8,2,18,1,4,1,3,2,4,2,1,2,4,2,2,2,5,4,5,5,5,2,1,5,5,3,7,8,24,1083000,1833000,0,1,1,0,108.3,183.3,0.0
4,9,1,678,1,4,1,3,2,4,2,1,2,4,2,2,2,5,4,5,5,5,2,1,5,5,3,14,14,24,1376000,576000,0,1,1,0,137.6,57.6,0.0
5,0,3,664,2,3,0,5,1,3,2,3,5,5,4,3,4,3,1,3,3,5,4,5,3,4,5,17,22,24,1428000,1038000,0,1,1,0,142.8,103.8,0.0
5,1,2,110,2,3,0,5,1,3,2,3,5,5,4,3,4,3,1,3,3,5,4,5,3,4,5,1,10,24,1274000,340000,0,1,1,0,127.4,34.0,0.0
5,2,1,464,2,3,0,5,1,3,2,3,5,5,4,3,4,3,1,3,3,5,4,5,3,4,5,4,21,24,219000,299000,0,1,1,0,21.9,29.9,0.0
5,3,2,233,2,3,0,5,1,3,2,3,5,5,4,3,4,3,1,3,3,5,4,5,3,4,5,1,16,24,1704000,296000,0,1,1,0,170.4,29.6,0.0
5,4,1,934,2,3,0,5,1,3,2,3,5,5,4,3,4,3,1,3,3,5,4,5,3,4,5,20,13,24,406000,784000,0,1,1,0,40.6,78.4,0.0
5,5,2,868,2,3,0,5,1,3,2,3,5,5,4,3,4,3,1,3,3,5,4,5,3,4,5,18,6,24,445000,467000,0,1,1,0,44.5,46.7,0.0
5,6,2,119,2,3,0,5,1,3,2,3,5,5,4,3,4,3,1,3,3,5,4,5,3,4,5,2,1,24,1302000,297000,0,1,1,0,130.2,29.7,0.0
5,7,2,375,2,3,0,5,1,3,2,3,5,5,4,3,4,3,1,3,3,5,4,5,3,4,5,4,6,24,359000,58000,0,1,1,0,35.9,5.8,0.0
5,8,1,963,2,3,0,5,1,3,2,3,5,5,4,3,4,3,1,3,3,5,4,5,3,4,5,14,15,24,361000,322000,0,1,1,0,36.1,32.2,0.0
5,9,1,868,2,3,0,5,1,3,2,3,5,5,4,3,4,3,1,3,3,5,4,5,3,4,5,18,6,24,445000,467000,0,1,1,0,44.5,46.7,0.0
6,0,3,494,1,3,4,5,5,5,5,5,4,3,2,3,1,2,3,2,4,4,4,3,3,2,4,11,15,24,427000,283000,0,1,1,0,42.7,28.3,0.0
6,1,3,182,1,3,4,5,5,5,5,5,4,3,2,3,1,2,3,2,4,4,4,3,3,2,4,4,17,24,1454000,1208000,0,1,1,0,145.4,120.8,0.0
6,2,3,643,1,3,4,5,5,5,5,5,4,3,2,3,1,2,3,2,4,4,4,3,3,2,4,14,22,24,1599000,1800000,0,1,1,0,159.9,180.0,0.0
6,3,3,572,1,3,4,5,5,5,5,5,4,3,2,3,1,2,3,2,4,4,4,3,3,2,4,16,3,24,1129000,423000,0,1,1,0,112.9,42.3,0.0
6,4,3,8,1,3,4,5,5,5,5,5,4,3,2,3,1,2,3,2,4,4,4,3,3,2,4,10,1,24,1083000,835000,0,1,1,0,108.3,83.5,0.0
6,5,1,374,1,3,4,5,5,5,5,5,4,3,2,3,1,2,3,2,4,4,4,3,3,2,4,3,6,24,58000,464000,0,1,1,0,5.8,46.4,0.0
6,6,3,94,1,3,4,5,5,5,5,5,4,3,2,3,1,2,3,2,4,4,4,3,3,2,4,2,4,24,1628000,315000,0,1,1,0,162.8,31.5,0.0
6,7,3,834,1,3,4,5,5,5,5,5,4,3,2,3,1,2,3,2,4,4,4,3,3,2,4,13,9,24,430000,177000,0,1,1,0,43.0,17.7,0.0
6,8,3,690,1,3,4,5,5,5,5,5,4,3,2,3,1,2,3,2,4,4,4,3,3,2,4,18,13,24,1904000,888000,0,1,1,0,190.4,88.8,0.0
6,9,3,100,1,3,4,5,5,5,5,5,4,3,2,3,1,2,3,2,4,4,4,3,3,2,4,3,2,24,1055000,106000,0,1,1,0,105.5,10.6,0.0
7,0,1,461,4,3,4,3,3,3,4,5,1,1,1,1,1,5,1,5,3,3,1,4,3,4,4,2,21,24,372000,316000,0,1,1,0,37.2,31.6,0.0
7,1,2,536,4,3,4,3,3,3,4,5,1,1,1,1,1,5,1,5,3,3,1,4,3,4,4,14,2,24,783000,1460000,0,1,1,0,78.3,146.0,0.0
7,2,2,203,4,3,4,3,3,3,4,5,1,1,1,1,1,5,1,5,3,3,1,4,3,4,4,8,14,24,1983000,278000,0,1,1,0,198.3,27.8,0.0
7,3,2,805,4,3,4,3,3,3,4,5,1,1,1,1,1,5,1,5,3,3,1,4,3,4,4,21,5,24,299000,598000,0,1,1,0,29.9,59.8,0.0
7,4,2,73,4,3,4,3,3,3,4,5,1,1,1,1,1,5,1,5,3,3,1,4,3,4,4,9,2,24,531000,445000,0,1,1,0,53.1,44.5,0.0
7,5,1,289,4,3,4,3,3,3,4,5,1,1,1,1,1,5,1,5,3,3,1,4,3,4,4,6,9,24,463000,1060000,0,1,1,0,46.3,106.0,0.0
7,6,2,598,4,3,4,3,3,3,4,5,1,1,1,1,1,5,1,5,3,3,1,4,3,4,4,21,1,24,1840000,311000,0,1,1,0,184.0,31.1,0.0
7,7,2,695,4,3,4,3,3,3,4,5,1,1,1,1,1,5,1,5,3,3,1,4,3,4,4,22,23,24,1254000,174000,0,1,1,0,125.4,17.4,0.0
7,8,1,953,4,3,4,3,3,3,4,5,1,1,1,1,1,5,1,5,3,3,1,4,3,4,4,13,14,24,500000,281000,0,1,1,0,50.0,28.1,0.0
7,9,2,615,4,3,4,3,3,3,4,5,1,1,1,1,1,5,1,5,3,3,1,4,3,4,4,20,4,24,1459000,163000,0,1,1,0,145.9,16.3,0.0
8,0,1,922,0,4,0,1,4,3,1,1,2,2,4,5,4,1,1,1,3,1,3,1,5,3,4,20,18,24,165000,715000,0,1,1,0,16.5,71.5,0.0
8,1,1,775,0,4,0,1,4,3,1,1,2,2,4,5,4,1,1,1,3,1,3,1,5,3,4,19,11,24,339000,1936000,0,1,1,0,33.9,193.6,0.0
8,2,3,739,0,4,0,1,4,3,1,1,2,2,4,5,4,1,1,1,3,1,3,1,5,3,4,16,23,24,991000,352000,0,1,1,0,99.1,35.2,0.0
8,3,1,899,0,4,0,1,4,3,1,1,2,2,4,5,4,1,1,1,3,1,3,1,5,3,4,21,22,24,140000,1981000,0,1,1,0,14.0,198.1,0.0
8,4,1,796,0,4,0,1,4,3,1,1,2,2,4,5,4,1,1,1,3,1,3,1,5,3,4,19,4,24,346000,1962000,0,1,1,0,34.6,196.2,0.0
8,5,1,365,0,4,0,1,4,3,1,1,2,2,4,5,4,1,1,1,3,1,3,1,5,3,4,11,11,24,161000,385000,0,1,1,0,16.1,38.5,0.0
8,6,2,962,0,4,0,1,4,3,1,1,2,2,4,5,4,1,1,1,3,1,3,1,5,3,4,12,19,24,162000,91000,0,1,1,0,16.2,9.1,0.0
8,7,3,148,0,4,0,1,4,3,1,1,2,2,4,5,4,1,1,1,3,1,3,1,5,3,4,4,14,24,918000,551000,0,1,1,0,91.8,55.1,0.0
8,8,2,738,0,4,0,1,4,3,1,1,2,2,4,5,4,1,1,1,3,1,3,1,5,3,4,15,14,24,618000,314000,0,1,1,0,61.8,31.4,0.0
8,9,1,384,0,4,0,1,4,3,1,1,2,2,4,5,4,1,1,1,3,1,3,1,5,3,4,11,19,24,107000,1994000,0,1,1,0,10.7,199.4,0.0
9,0,3,44,3,3,2,5,5,5,4,5,1,5,2,3,5,1,1,1,2,2,1,1,3,3,4,3,3,24,1284000,1631000,0,1,1,0,128.4,163.1,0.0
9,1,3,107,3,3,2,5,5,5,4,5,1,5,2,3,5,1,1,1,2,2,1,1,3,3,4,5,8,24,839000,339000,0,1,1,0,83.9,33.9,0.0
9,2,3,137,3,3,2,5,5,5,4,5,1,5,2,3,5,1,1,1,2,2,1,1,3,3,4,5,14,24,1663000,902000,0,1,1,0,166.3,90.2,0.0
9,3,3,651,3,3,2,5,5,5,4,5,1,5,2,3,5,1,1,1,2,2,1,1,3,3,4,22,20,24,1503000,1290000,0,1,1,0,150.3,129.0,0.0
9,4,1,864,3,3,2,5,5,5,4,5,1,5,2,3,5,1,1,1,2,2,1,1,3,3,4,22,2,24,95000,453000,0,1,1,0,9.5,45.3,0.0
9,5,3,29,3,3,2,5,5,5,4,5,1,5,2,3,5,1,1,1,2,2,1,1,3,3,4,11,3,24,1462000,1055000,0,1,1,0,146.2,105.5,0.0
9,6,1,855,3,3,2,5,5,5,4,5,1,5,2,3,5,1,1,1,2,2,1,1,3,3,4,15,5,24,280000,486000,0,1,1,0,28.0,48.6,0.0
9,7,3,777,3,3,2,5,5,5,4,5,1,5,2,3,5,1,1,1,2,2,1,1,3,3,4,23,8,24,307000,853000,0,1,1,0,30.7,85.3,0.0
9,8,3,289,3,3,2,5,5,5,4,5,1,5,2,3,5,1,1,1,2,2,1,1,3,3,4,6,9,24,463000,1060000,0,1,1,0,46.3,106.0,0.0
9,9,3,657,3,3,2,5,5,5,4,5,1,5,2,3,5,1,1,1,2,2,1,1,3,3,4,15,16,24,1124000,1978000,0,1,1,0,112.4,197.8,0.0
10,0,1,412,0,3,4,1,1,2,1,1,5,4,5,4,3,1,1,2,4,5,2,1,2,1,1,5,17,24,228000,513000,0,1,1,0,22.8,51.3,0.0
10,1,1,174,0,3,4,1,1,2,1,1,5,4,5,4,3,1,1,2,4,5,2,1,2,1,1,4,18,24,1072000,1518000,0,1,1,0,107.2,151.8,0.0
10,2,2,377,0,3,4,1,1,2,1,1,5,4,5,4,3,1,1,2,4,5,2,1,2,1,1,7,2,24,326000,441000,0,1,1,0,32.6,44.1,0.0
10,3,2,981,0,3,4,1,1,2,1,1,5,4,5,4,3,1,1,2,4,5,2,1,2,1,1,21,23,24,199000,64000,0,1,1,0,19.9,6.4,0.0
10,4,2,255,0,3,4,1,1,2,1,1,5,4,5,4,3,1,1,2,4,5,2,1,2,1,1,3,1,24,87000,848000,0,1,1,0,8.7,84.8,0.0
10,5,1,637,0,3,4,1,1,2,1,1,5,4,5,4,3,1,1,2,4,5,2,1,2,1,1,16,12,24,1496000,1273000,0,1,1,0,149.6,127.3,0.0
10,6,1,249,0,3,4,1,1,2,1,1,5,4,5,4,3,1,1,2,4,5,2,1,2,1,1,10,16,24,1485000,67000,0,1,1,0,148.5,6.7,0.0
10,7,2,947,0,3,4,1,1,2,1,1,5,4,5,4,3,1,1,2,4,5,2,1,2,1,1,20,15,24,259000,275000,0,1,1,0,25.9,27.5,0.0
10,8,2,538,0,3,4,1,1,2,1,1,5,4,5,4,3,1,1,2,4,5,2,1,2,1,1,15,6,24,588000,1150000,0,1,1,0,58.8,115.0,0.0
10,9,2,700,0,3,4,1,1,2,1,1,5,4,5,4,3,1,1,2,4,5,2,1,2,1,1,21,15,24,963000,120000,0,1,1,0,96.3,12.0,0.0
11,0,3,343,1,3,2,5,5,5,5,4,3,4,2,1,1,1,1,4,3,1,3,3,4,4,3,11,9,24,258000,242000,0,1,1,0,25.8,24.2,0.0
11,1,3,550,1,3,2,5,5,5,5,4,3,4,2,1,1,1,1,4,3,1,3,3,4,4,3,21,3,24,1394000,1947000,0,1,1,0,139.4,194.7,0.0
11,2,3,527,1,3,2,5,5,5,5,4,3,4,2,1,1,1,1,4,3,1,3,3,4,4,3,13,9,24,1603000,1564000,0,1,1,0,160.3,156.4,0.0
11,3,3,361,1,3,2,5,5,5,5,4,3,4,2,1,1,1,1,4,3,1,3,3,4,4,3,4,6,24,499000,102000,0,1,1,0,49.9,10.2,0.0
11,4,3,559,1,3,2,5,5,5,5,4,3,4,2,1,1,1,1,4,3,1,3,3,4,4,3,21,10,24,568000,822000,0,1,1,0,56.8,82.2,0.0
11,5,3,887,1,3,2,5,5,5,5,4,3,4,2,1,1,1,1,4,3,1,3,3,4,4,3,22,14,24,147000,1843000,0,1,1,0,14.7,184.3,0.0
11,6,2,734,1,3,2,5,5,5,5,4,3,4,2,1,1,1,1,4,3,1,3,3,4,4,3,13,21,24,712000,68000,0,1,1,0,71.2,6.8,0.0
11,7,3,521,1,3,2,5,5,5,5,4,3,4,2,1,1,1,1,4,3,1,3,3,4,4,3,13,10,24,1548000,1624000,0,1,1,0,154.8,162.4,0.0
11,8,3,520,1,3,2,5,5,5,5,4,3,4,2,1,1,1,1,4,3,1,3,3,4,4,3,22,8,24,1806000,632000,0,1,1,0,180.6,63.2,0.0
11,9,1,838,1,3,2,5,5,5,5,4,3,4,2,1,1,1,1,4,3,1,3,3,4,4,3,13,7,24,138000,195000,0,1,1,0,13.8,19.5,0.0
12,0,2,467,0,4,0,3,2,4,1,2,1,3,2,1,1,1,3,1,1,1,1,2,1,3,2,2,22,24,315000,140000,0,1,1,0,31.5,14.0,0.0
12,1,3,164,0,4,0,3,2,4,1,2,1,3,2,1,1,1,3,1,1,1,1,2,1,3,2,4,17,24,1070000,1170000,0,1,1,0,107.0,117.0,0.0
12,2,3,921,0,4,0,3,2,4,1,2,1,3,2,1,1,1,3,1,1,1,1,2,1,3,2,20,12,24,481000,1426000,0,1,1,0,48.1,142.6,0.0
12,3,1,990,0,4,0,3,2,4,1,2,1,3,2,1,1,1,3,1,1,1,1,2,1,3,2,22,19,24,141000,454000,0,1,1,0,14.1,45.4,0.0
12,4,3,802,0,4,0,3,2,4,1,2,1,3,2,1,1,1,3,1,1,1,1,2,1,3,2,19,7,24,493000,1852000,0,1,1,0,49.3,185.2,0.0
12,5,1,991,0,4,0,3,2,4,1,2,1,3,2,1,1,1,3,1,1,1,1,2,1,3,2,13,21,24,59000,85000,0,1,1,0,5.9,8.5,0.0
12,6,1,843,0,4,0,3,2,4,1,2,1,3,2,1,1,1,3,1,1,1,1,2,1,3,2,14,1,24,210000,257000,0,1,1,0,21.0,25.7,0.0
12,7,3,393,0,4,0,3,2,4,1,2,1,3,2,1,1,1,3,1,1,1,1,2,1,3,2,8,18,24,170000,1211000,0,1,1,0,17.0,121.1,0.0
12,8,3,42,0,4,0,3,2,4,1,2,1,3,2,1,1,1,3,1,1,1,1,2,1,3,2,9,11,24,723000,1126000,0,1,1,0,72.3,112.6,0.0
12,9,1,434,0,4,0,3,2,4,1,2,1,3,2,1,1,1,3,1,1,1,1,2,1,3,2,2,23,24,258000,589000,0,1,1,0,25.8,58.9,0.0
13,0,2,385,1,4,0,2,1,3,1,1,1,2,1,1,1,2,4,4,4,4,5,3,3,2,2,8,13,24,89000,1176000,0,1,1,0,8.9,117.6,0.0
13,1,1,341,1,4,0,2,1,3,1,1,1,2,1,1,1,2,4,4,4,4,5,3,3,2,2,6,2,24,472000,296000,0,1,1,0,47.2,29.6,0.0
13,2,1,517,1,4,0,2,1,3,1,1,1,2,1,1,1,2,4,4,4,4,5,3,3,2,2,23,9,24,1777000,1388000,0,1,1,0,177.7,138.8,0.0
13,3,1,105,1,4,0,2,1,3,1,1,1,2,1,1,1,2,4,4,4,4,5,3,3,2,2,11,5,24,1388000,73000,0,1,1,0,138.8,7.3,0.0
13,4,1,629,1,4,0,2,1,3,1,1,1,2,1,1,1,2,4,4,4,4,5,3,3,2,2,20,20,24,1342000,584000,0,1,1,0,134.2,58.4,0.0
13,5,1,631,1,4,0,2,1,3,1,1,1,2,1,1,1,2,4,4,4,4,5,3,3,2,2,17,20,24,1494000,1458000,0,1,1,0,149.4,145.8,0.0
13,6,1,317,1,4,0,2,1,3,1,1,1,2,1,1,1,2,4,4,4,4,5,3,3,2,2,8,3,24,356000,172000,0,1,1,0,35.6,17.2,0.0
13,7,1,192,1,4,0,2,1,3,1,1,1,2,1,1,1,2,4,4,4,4,5,3,3,2,2,2,16,24,843000,107000,0,1,1,0,84.3,10.7,0.0
13,8,1,691,1,4,0,2,1,3,1,1,1,2,1,1,1,2,4,4,4,4,5,3,3,2,2,14,17,24,1501000,180000,0,1,1,0,150.1,18.0,0.0
13,9,1,449,1,4,0,2,1,3,1,1,1,2,1,1,1,2,4,4,4,4,5,3,3,2,2,3,14,24,366000,449000,0,1,1,0,36.6,44.9,0.0
14,0,2,860,0,2,3,1,5,5,2,3,1,1,1,1,3,1,2,4,1,2,2,3,4,4,5,19,8,24,363000,355000,0,1,1,0,36.3,35.5,0.0
14,1,1,465,0,2,3,1,5,5,2,3,1,1,1,1,3,1,2,4,1,2,2,3,4,4,5,9,12,24,129000,286000,0,1,1,0,12.9,28.6,0.0
14,2,1,75,0,2,3,1,5,5,2,3,1,1,1,1,3,1,2,4,1,2,2,3,4,4,5,8,7,24,948000,81000,0,1,1,0,94.8,8.1,0.0
14,3,2,794,0,2,3,1,5,5,2,3,1,1,1,1,3,1,2,4,1,2,2,3,4,4,5,20,6,24,182000,1061000,0,1,1,0,18.2,106.1,0.0
14,4,2,541,0,2,3,1,5,5,2,3,1,1,1,1,3,1,2,4,1,2,2,3,4,4,5,16,1,24,1249000,1875000,0,1,1,0,124.9,187.5,0.0
14,5,2,803,0,2,3,1,5,5,2,3,1,1,1,1,3,1,2,4,1,2,2,3,4,4,5,17,2,24,347000,1608000,0,1,1,0,34.7,160.8,0.0
14,6,1,239,0,2,3,1,5,5,2,3,1,1,1,1,3,1,2,4,1,2,2,3,4,4,5,2,13,24,1020000,343000,0,1,1,0,102.0,34.3,0.0
14,7,1,37,0,2,3,1,5,5,2,3,1,1,1,1,3,1,2,4,1,2,2,3,4,4,5,9,9,24,1027000,524000,0,1,1,0,102.7,52.4,0.0
14,8,2,369,0,2,3,1,5,5,2,3,1,1,1,1,3,1,2,4,1,2,2,3,4,4,5,9,10,24,159000,163000,0,1,1,0,15.9,16.3,0.0
14,9,1,110,0,2,3,1,5,5,2,3,1,1,1,1,3,1,2,4,1,2,2,3,4,4,5,1,10,24,1274000,340000,0,1,1,0,127.4,34.0,0.0
15,0,1,450,3,4,4,4,3,5,3,4,3,4,3,3,5,1,5,5,2,1,2,3,1,4,4,11,14,24,90000,455000,0,1,1,0,9.0,45.5,0.0
15,1,3,718,3,4,4,4,3,5,3,4,3,4,3,3,5,1,5,5,2,1,2,3,1,4,4,18,23,24,1223000,83000,0,1,1,0,122.3,8.3,0.0
15,2,3,639,3,4,4,4,3,5,3,4,3,4,3,3,5,1,5,5,2,1,2,3,1,4,4,21,23,24,1145000,1943000,0,1,1,0,114.5,194.3,0.0
15,3,1,297,3,4,4,4,3,5,3,4,3,4,3,3,5,1,5,5,2,1,2,3,1,4,4,7,11,24,252000,1867000,0,1,1,0,25.2,186.7,0.0
15,4,3,120,3,4,4,4,3,5,3,4,3,4,3,3,5,1,5,5,2,1,2,3,1,4,4,4,8,24,919000,233000,0,1,1,0,91.9,23.3,0.0
